Arresting Agency,Criminality,Area of Responsibility (AOR),Country of Citizenship,Fiscal Year,Fiscal Quarter,Fiscal Month,Month-Year,Removals
CBP,Criminal Conviction,Atlanta,EL SALVADOR,2024,2,4,Jan 2024,10
CBP,Criminal Conviction,Atlanta,GUATEMALA,2021,1,1,Oct 2020,25
CBP,Criminal Conviction,Atlanta,GUATEMALA,2021,1,2,Nov 2020,18
CBP,Criminal Conviction,Atlanta,GUATEMALA,2023,1,2,Nov 2022,13
CBP,Criminal Conviction,Atlanta,GUATEMALA,2023,2,4,Jan 2023,10
CBP,Criminal Conviction,Atlanta,GUATEMALA,2023,2,5,Feb 2023,12
CBP,Criminal Conviction,Atlanta,GUATEMALA,2023,4,11,Aug 2023,12
CBP,Criminal Conviction,Atlanta,GUATEMALA,2024,1,1,Oct 2023,10
CBP,Criminal Conviction,Atlanta,GUATEMALA,2024,1,2,Nov 2023,11
CBP,Criminal Conviction,Atlanta,GUATEMALA,2024,2,4,Jan 2024,10
CBP,Criminal Conviction,Atlanta,GUATEMALA,2024,2,5,Feb 2024,11
CBP,Criminal Conviction,Atlanta,GUATEMALA,2024,3,7,Apr 2024,16
CBP,Criminal Conviction,Atlanta,GUATEMALA,2024,3,8,May 2024,30
CBP,Criminal Conviction,Atlanta,GUATEMALA,2024,3,9,Jun 2024,17
CBP,Criminal Conviction,Atlanta,GUATEMALA,2024,4,10,Jul 2024,18
CBP,Criminal Conviction,Atlanta,HONDURAS,2021,1,1,Oct 2020,17
CBP,Criminal Conviction,Atlanta,HONDURAS,2021,2,4,Jan 2021,20
CBP,Criminal Conviction,Atlanta,HONDURAS,2021,3,8,May 2021,10
CBP,Criminal Conviction,Atlanta,HONDURAS,2022,3,9,Jun 2022,13
CBP,Criminal Conviction,Atlanta,HONDURAS,2022,4,11,Aug 2022,14
CBP,Criminal Conviction,Atlanta,HONDURAS,2023,1,1,Oct 2022,17
CBP,Criminal Conviction,Atlanta,HONDURAS,2023,1,2,Nov 2022,17
CBP,Criminal Conviction,Atlanta,HONDURAS,2023,1,3,Dec 2022,13
CBP,Criminal Conviction,Atlanta,HONDURAS,2023,2,4,Jan 2023,16
CBP,Criminal Conviction,Atlanta,HONDURAS,2023,2,6,Mar 2023,14
CBP,Criminal Conviction,Atlanta,HONDURAS,2023,3,8,May 2023,20
CBP,Criminal Conviction,Atlanta,HONDURAS,2023,3,9,Jun 2023,17
CBP,Criminal Conviction,Atlanta,HONDURAS,2023,4,11,Aug 2023,22
CBP,Criminal Conviction,Atlanta,HONDURAS,2023,4,12,Sep 2023,13
CBP,Criminal Conviction,Atlanta,HONDURAS,2024,1,1,Oct 2023,17
CBP,Criminal Conviction,Atlanta,HONDURAS,2024,1,2,Nov 2023,18
CBP,Criminal Conviction,Atlanta,HONDURAS,2024,1,3,Dec 2023,18
CBP,Criminal Conviction,Atlanta,HONDURAS,2024,2,4,Jan 2024,16
CBP,Criminal Conviction,Atlanta,HONDURAS,2024,2,5,Feb 2024,18
CBP,Criminal Conviction,Atlanta,HONDURAS,2024,2,6,Mar 2024,10
CBP,Criminal Conviction,Atlanta,HONDURAS,2024,3,8,May 2024,23
CBP,Criminal Conviction,Atlanta,HONDURAS,2024,3,9,Jun 2024,20
CBP,Criminal Conviction,Atlanta,HONDURAS,2024,4,10,Jul 2024,11
CBP,Criminal Conviction,Atlanta,HONDURAS,2024,4,11,Aug 2024,16
CBP,Criminal Conviction,Atlanta,MEXICO,2021,1,1,Oct 2020,27
CBP,Criminal Conviction,Atlanta,MEXICO,2021,1,2,Nov 2020,13
CBP,Criminal Conviction,Atlanta,MEXICO,2021,1,3,Dec 2020,13
CBP,Criminal Conviction,Atlanta,MEXICO,2021,2,4,Jan 2021,10
CBP,Criminal Conviction,Atlanta,MEXICO,2021,3,7,Apr 2021,13
CBP,Criminal Conviction,Atlanta,MEXICO,2021,3,9,Jun 2021,11
CBP,Criminal Conviction,Atlanta,MEXICO,2021,4,10,Jul 2021,10
CBP,Criminal Conviction,Atlanta,MEXICO,2021,4,11,Aug 2021,11
CBP,Criminal Conviction,Atlanta,MEXICO,2021,4,12,Sep 2021,10
CBP,Criminal Conviction,Atlanta,MEXICO,2022,1,2,Nov 2021,11
CBP,Criminal Conviction,Atlanta,MEXICO,2022,2,5,Feb 2022,17
CBP,Criminal Conviction,Atlanta,MEXICO,2022,2,6,Mar 2022,13
CBP,Criminal Conviction,Atlanta,MEXICO,2022,3,7,Apr 2022,14
CBP,Criminal Conviction,Atlanta,MEXICO,2022,3,8,May 2022,14
CBP,Criminal Conviction,Atlanta,MEXICO,2022,3,9,Jun 2022,17
CBP,Criminal Conviction,Atlanta,MEXICO,2022,4,10,Jul 2022,23
CBP,Criminal Conviction,Atlanta,MEXICO,2022,4,11,Aug 2022,28
CBP,Criminal Conviction,Atlanta,MEXICO,2022,4,12,Sep 2022,37
CBP,Criminal Conviction,Atlanta,MEXICO,2023,1,1,Oct 2022,59
CBP,Criminal Conviction,Atlanta,MEXICO,2023,1,2,Nov 2022,31
CBP,Criminal Conviction,Atlanta,MEXICO,2023,1,3,Dec 2022,18
CBP,Criminal Conviction,Atlanta,MEXICO,2023,2,4,Jan 2023,13
CBP,Criminal Conviction,Atlanta,MEXICO,2023,2,5,Feb 2023,11
CBP,Criminal Conviction,Atlanta,MEXICO,2023,2,6,Mar 2023,23
CBP,Criminal Conviction,Atlanta,MEXICO,2023,3,8,May 2023,14
CBP,Criminal Conviction,Atlanta,MEXICO,2023,3,9,Jun 2023,10
CBP,Criminal Conviction,Atlanta,MEXICO,2023,4,10,Jul 2023,16
CBP,Criminal Conviction,Atlanta,MEXICO,2023,4,11,Aug 2023,28
CBP,Criminal Conviction,Atlanta,MEXICO,2023,4,12,Sep 2023,12
CBP,Criminal Conviction,Atlanta,MEXICO,2024,1,1,Oct 2023,24
CBP,Criminal Conviction,Atlanta,MEXICO,2024,1,2,Nov 2023,10
CBP,Criminal Conviction,Atlanta,MEXICO,2024,1,3,Dec 2023,18
CBP,Criminal Conviction,Atlanta,MEXICO,2024,2,4,Jan 2024,17
CBP,Criminal Conviction,Atlanta,MEXICO,2024,2,5,Feb 2024,23
CBP,Criminal Conviction,Atlanta,MEXICO,2024,2,6,Mar 2024,15
CBP,Criminal Conviction,Atlanta,MEXICO,2024,3,7,Apr 2024,14
CBP,Criminal Conviction,Atlanta,MEXICO,2024,3,8,May 2024,16
CBP,Criminal Conviction,Atlanta,MEXICO,2024,3,9,Jun 2024,15
CBP,Criminal Conviction,Atlanta,MEXICO,2024,4,10,Jul 2024,13
CBP,Criminal Conviction,Atlanta,MEXICO,2024,4,11,Aug 2024,15
CBP,Criminal Conviction,Atlanta,MEXICO,2025,1,1,Oct 2024,10
CBP,Criminal Conviction,Atlanta,MEXICO,2025,1,2,Nov 2024,10
CBP,Criminal Conviction,Atlanta,MEXICO,2025,1,3,Dec 2024,11
CBP,Criminal Conviction,Boston,MEXICO,2024,1,2,Nov 2023,11
CBP,Criminal Conviction,Buffalo,MEXICO,2023,4,12,Sep 2023,13
CBP,Criminal Conviction,Buffalo,MEXICO,2024,1,1,Oct 2023,12
CBP,Criminal Conviction,Buffalo,MEXICO,2024,2,4,Jan 2024,16
CBP,Criminal Conviction,Buffalo,MEXICO,2024,2,5,Feb 2024,22
CBP,Criminal Conviction,Buffalo,MEXICO,2024,2,6,Mar 2024,21
CBP,Criminal Conviction,Chicago,GUATEMALA,2021,1,1,Oct 2020,19
CBP,Criminal Conviction,Chicago,GUATEMALA,2023,4,11,Aug 2023,11
CBP,Criminal Conviction,Chicago,GUATEMALA,2024,1,2,Nov 2023,10
CBP,Criminal Conviction,Chicago,GUATEMALA,2024,1,3,Dec 2023,11
CBP,Criminal Conviction,Chicago,GUATEMALA,2024,2,4,Jan 2024,10
CBP,Criminal Conviction,Chicago,GUATEMALA,2024,2,5,Feb 2024,13
CBP,Criminal Conviction,Chicago,GUATEMALA,2024,2,6,Mar 2024,10
CBP,Criminal Conviction,Chicago,GUATEMALA,2024,3,7,Apr 2024,17
CBP,Criminal Conviction,Chicago,GUATEMALA,2024,4,10,Jul 2024,10
CBP,Criminal Conviction,Chicago,GUATEMALA,2024,4,11,Aug 2024,12
CBP,Criminal Conviction,Chicago,GUATEMALA,2024,4,12,Sep 2024,14
CBP,Criminal Conviction,Chicago,HONDURAS,2024,1,1,Oct 2023,10
CBP,Criminal Conviction,Chicago,HONDURAS,2024,4,10,Jul 2024,11
CBP,Criminal Conviction,Chicago,MEXICO,2021,4,10,Jul 2021,13
CBP,Criminal Conviction,Chicago,MEXICO,2022,2,6,Mar 2022,10
CBP,Criminal Conviction,Chicago,MEXICO,2023,4,10,Jul 2023,10
CBP,Criminal Conviction,Chicago,MEXICO,2023,4,11,Aug 2023,13
CBP,Criminal Conviction,Chicago,MEXICO,2024,1,1,Oct 2023,11
CBP,Criminal Conviction,Chicago,MEXICO,2024,1,2,Nov 2023,14
CBP,Criminal Conviction,Chicago,MEXICO,2024,1,3,Dec 2023,17
CBP,Criminal Conviction,Chicago,MEXICO,2024,2,4,Jan 2024,12
CBP,Criminal Conviction,Chicago,MEXICO,2024,2,5,Feb 2024,20
CBP,Criminal Conviction,Chicago,MEXICO,2024,2,6,Mar 2024,36
CBP,Criminal Conviction,Chicago,MEXICO,2024,3,7,Apr 2024,20
CBP,Criminal Conviction,Chicago,MEXICO,2024,3,8,May 2024,15
CBP,Criminal Conviction,Chicago,MEXICO,2024,3,9,Jun 2024,16
CBP,Criminal Conviction,Chicago,MEXICO,2024,4,10,Jul 2024,12
CBP,Criminal Conviction,Chicago,MEXICO,2024,4,11,Aug 2024,12
CBP,Criminal Conviction,Chicago,MEXICO,2024,4,12,Sep 2024,19
CBP,Criminal Conviction,Chicago,MEXICO,2025,1,1,Oct 2024,30
CBP,Criminal Conviction,Chicago,MEXICO,2025,1,2,Nov 2024,15
CBP,Criminal Conviction,Chicago,MEXICO,2025,1,3,Dec 2024,12
CBP,Criminal Conviction,Dallas,EL SALVADOR,2021,1,3,Dec 2020,17
CBP,Criminal Conviction,Dallas,EL SALVADOR,2021,2,4,Jan 2021,12
CBP,Criminal Conviction,Dallas,EL SALVADOR,2021,3,9,Jun 2021,13
CBP,Criminal Conviction,Dallas,EL SALVADOR,2022,1,2,Nov 2021,10
CBP,Criminal Conviction,Dallas,EL SALVADOR,2022,4,12,Sep 2022,11
CBP,Criminal Conviction,Dallas,EL SALVADOR,2023,2,6,Mar 2023,11
CBP,Criminal Conviction,Dallas,EL SALVADOR,2023,3,9,Jun 2023,15
CBP,Criminal Conviction,Dallas,GUATEMALA,2021,1,1,Oct 2020,55
CBP,Criminal Conviction,Dallas,GUATEMALA,2021,1,2,Nov 2020,10
CBP,Criminal Conviction,Dallas,GUATEMALA,2021,2,4,Jan 2021,13
CBP,Criminal Conviction,Dallas,GUATEMALA,2021,2,5,Feb 2021,10
CBP,Criminal Conviction,Dallas,GUATEMALA,2022,1,2,Nov 2021,11
CBP,Criminal Conviction,Dallas,GUATEMALA,2023,2,6,Mar 2023,10
CBP,Criminal Conviction,Dallas,GUATEMALA,2023,3,8,May 2023,21
CBP,Criminal Conviction,Dallas,GUATEMALA,2023,4,10,Jul 2023,16
CBP,Criminal Conviction,Dallas,GUATEMALA,2023,4,11,Aug 2023,23
CBP,Criminal Conviction,Dallas,GUATEMALA,2024,3,9,Jun 2024,12
CBP,Criminal Conviction,Dallas,GUATEMALA,2024,4,10,Jul 2024,10
CBP,Criminal Conviction,Dallas,GUATEMALA,2024,4,11,Aug 2024,16
CBP,Criminal Conviction,Dallas,HONDURAS,2021,1,1,Oct 2020,24
CBP,Criminal Conviction,Dallas,HONDURAS,2021,2,4,Jan 2021,16
CBP,Criminal Conviction,Dallas,HONDURAS,2021,2,5,Feb 2021,15
CBP,Criminal Conviction,Dallas,HONDURAS,2021,2,6,Mar 2021,30
CBP,Criminal Conviction,Dallas,HONDURAS,2021,3,7,Apr 2021,19
CBP,Criminal Conviction,Dallas,HONDURAS,2021,3,9,Jun 2021,17
CBP,Criminal Conviction,Dallas,HONDURAS,2021,4,12,Sep 2021,12
CBP,Criminal Conviction,Dallas,HONDURAS,2022,1,1,Oct 2021,10
CBP,Criminal Conviction,Dallas,HONDURAS,2022,1,2,Nov 2021,18
CBP,Criminal Conviction,Dallas,HONDURAS,2022,1,3,Dec 2021,10
CBP,Criminal Conviction,Dallas,HONDURAS,2022,3,7,Apr 2022,11
CBP,Criminal Conviction,Dallas,HONDURAS,2022,3,8,May 2022,10
CBP,Criminal Conviction,Dallas,HONDURAS,2022,4,12,Sep 2022,10
CBP,Criminal Conviction,Dallas,HONDURAS,2023,1,1,Oct 2022,20
CBP,Criminal Conviction,Dallas,HONDURAS,2023,2,6,Mar 2023,12
CBP,Criminal Conviction,Dallas,HONDURAS,2023,3,7,Apr 2023,16
CBP,Criminal Conviction,Dallas,HONDURAS,2023,3,8,May 2023,36
CBP,Criminal Conviction,Dallas,HONDURAS,2023,3,9,Jun 2023,22
CBP,Criminal Conviction,Dallas,HONDURAS,2023,4,11,Aug 2023,31
CBP,Criminal Conviction,Dallas,HONDURAS,2023,4,12,Sep 2023,19
CBP,Criminal Conviction,Dallas,HONDURAS,2024,1,1,Oct 2023,17
CBP,Criminal Conviction,Dallas,HONDURAS,2024,1,2,Nov 2023,13
CBP,Criminal Conviction,Dallas,HONDURAS,2024,1,3,Dec 2023,15
CBP,Criminal Conviction,Dallas,HONDURAS,2024,2,4,Jan 2024,14
CBP,Criminal Conviction,Dallas,HONDURAS,2024,2,5,Feb 2024,16
CBP,Criminal Conviction,Dallas,HONDURAS,2024,2,6,Mar 2024,18
CBP,Criminal Conviction,Dallas,HONDURAS,2024,3,7,Apr 2024,10
CBP,Criminal Conviction,Dallas,HONDURAS,2024,3,8,May 2024,36
CBP,Criminal Conviction,Dallas,HONDURAS,2024,3,9,Jun 2024,25
CBP,Criminal Conviction,Dallas,HONDURAS,2024,4,10,Jul 2024,15
CBP,Criminal Conviction,Dallas,HONDURAS,2024,4,11,Aug 2024,27
CBP,Criminal Conviction,Dallas,HONDURAS,2024,4,12,Sep 2024,12
CBP,Criminal Conviction,Dallas,HONDURAS,2025,1,1,Oct 2024,12
CBP,Criminal Conviction,Dallas,MEXICO,2021,1,1,Oct 2020,129
CBP,Criminal Conviction,Dallas,MEXICO,2021,1,2,Nov 2020,114
CBP,Criminal Conviction,Dallas,MEXICO,2021,1,3,Dec 2020,102
CBP,Criminal Conviction,Dallas,MEXICO,2021,2,4,Jan 2021,91
CBP,Criminal Conviction,Dallas,MEXICO,2021,2,5,Feb 2021,42
CBP,Criminal Conviction,Dallas,MEXICO,2021,2,6,Mar 2021,59
CBP,Criminal Conviction,Dallas,MEXICO,2021,3,7,Apr 2021,59
CBP,Criminal Conviction,Dallas,MEXICO,2021,3,8,May 2021,65
CBP,Criminal Conviction,Dallas,MEXICO,2021,3,9,Jun 2021,78
CBP,Criminal Conviction,Dallas,MEXICO,2021,4,10,Jul 2021,70
CBP,Criminal Conviction,Dallas,MEXICO,2021,4,11,Aug 2021,87
CBP,Criminal Conviction,Dallas,MEXICO,2021,4,12,Sep 2021,120
CBP,Criminal Conviction,Dallas,MEXICO,2022,1,1,Oct 2021,104
CBP,Criminal Conviction,Dallas,MEXICO,2022,1,2,Nov 2021,128
CBP,Criminal Conviction,Dallas,MEXICO,2022,1,3,Dec 2021,72
CBP,Criminal Conviction,Dallas,MEXICO,2022,2,4,Jan 2022,53
CBP,Criminal Conviction,Dallas,MEXICO,2022,2,5,Feb 2022,44
CBP,Criminal Conviction,Dallas,MEXICO,2022,2,6,Mar 2022,74
CBP,Criminal Conviction,Dallas,MEXICO,2022,3,7,Apr 2022,68
CBP,Criminal Conviction,Dallas,MEXICO,2022,3,8,May 2022,48
CBP,Criminal Conviction,Dallas,MEXICO,2022,3,9,Jun 2022,65
CBP,Criminal Conviction,Dallas,MEXICO,2022,4,10,Jul 2022,26
CBP,Criminal Conviction,Dallas,MEXICO,2022,4,11,Aug 2022,30
CBP,Criminal Conviction,Dallas,MEXICO,2022,4,12,Sep 2022,23
CBP,Criminal Conviction,Dallas,MEXICO,2023,1,1,Oct 2022,27
CBP,Criminal Conviction,Dallas,MEXICO,2023,1,2,Nov 2022,32
CBP,Criminal Conviction,Dallas,MEXICO,2023,1,3,Dec 2022,37
CBP,Criminal Conviction,Dallas,MEXICO,2023,2,4,Jan 2023,27
CBP,Criminal Conviction,Dallas,MEXICO,2023,2,5,Feb 2023,53
CBP,Criminal Conviction,Dallas,MEXICO,2023,2,6,Mar 2023,64
CBP,Criminal Conviction,Dallas,MEXICO,2023,3,7,Apr 2023,50
CBP,Criminal Conviction,Dallas,MEXICO,2023,3,8,May 2023,56
CBP,Criminal Conviction,Dallas,MEXICO,2023,3,9,Jun 2023,65
CBP,Criminal Conviction,Dallas,MEXICO,2023,4,10,Jul 2023,75
CBP,Criminal Conviction,Dallas,MEXICO,2023,4,11,Aug 2023,65
CBP,Criminal Conviction,Dallas,MEXICO,2023,4,12,Sep 2023,46
CBP,Criminal Conviction,Dallas,MEXICO,2024,1,1,Oct 2023,56
CBP,Criminal Conviction,Dallas,MEXICO,2024,1,2,Nov 2023,76
CBP,Criminal Conviction,Dallas,MEXICO,2024,1,3,Dec 2023,66
CBP,Criminal Conviction,Dallas,MEXICO,2024,2,4,Jan 2024,53
CBP,Criminal Conviction,Dallas,MEXICO,2024,2,5,Feb 2024,58
CBP,Criminal Conviction,Dallas,MEXICO,2024,2,6,Mar 2024,66
CBP,Criminal Conviction,Dallas,MEXICO,2024,3,7,Apr 2024,55
CBP,Criminal Conviction,Dallas,MEXICO,2024,3,8,May 2024,72
CBP,Criminal Conviction,Dallas,MEXICO,2024,3,9,Jun 2024,41
CBP,Criminal Conviction,Dallas,MEXICO,2024,4,10,Jul 2024,40
CBP,Criminal Conviction,Dallas,MEXICO,2024,4,11,Aug 2024,37
CBP,Criminal Conviction,Dallas,MEXICO,2024,4,12,Sep 2024,59
CBP,Criminal Conviction,Dallas,MEXICO,2025,1,1,Oct 2024,52
CBP,Criminal Conviction,Dallas,MEXICO,2025,1,2,Nov 2024,60
CBP,Criminal Conviction,Dallas,MEXICO,2025,1,3,Dec 2024,41
CBP,Criminal Conviction,Detroit,GUATEMALA,2021,1,1,Oct 2020,11
CBP,Criminal Conviction,Detroit,MEXICO,2021,1,3,Dec 2020,10
CBP,Criminal Conviction,Detroit,MEXICO,2021,2,6,Mar 2021,15
CBP,Criminal Conviction,Detroit,MEXICO,2022,2,4,Jan 2022,10
CBP,Criminal Conviction,Detroit,MEXICO,2022,2,5,Feb 2022,15
CBP,Criminal Conviction,Detroit,MEXICO,2022,2,6,Mar 2022,24
CBP,Criminal Conviction,Detroit,MEXICO,2022,3,7,Apr 2022,10
CBP,Criminal Conviction,Detroit,MEXICO,2022,3,8,May 2022,11
CBP,Criminal Conviction,Detroit,MEXICO,2022,4,10,Jul 2022,46
CBP,Criminal Conviction,Detroit,MEXICO,2022,4,11,Aug 2022,56
CBP,Criminal Conviction,Detroit,MEXICO,2022,4,12,Sep 2022,23
CBP,Criminal Conviction,Detroit,MEXICO,2023,4,11,Aug 2023,11
CBP,Criminal Conviction,Detroit,MEXICO,2023,4,12,Sep 2023,11
CBP,Criminal Conviction,Detroit,MEXICO,2024,1,1,Oct 2023,14
CBP,Criminal Conviction,Detroit,MEXICO,2024,4,11,Aug 2024,14
CBP,Criminal Conviction,El Paso,COLOMBIA,2024,2,6,Mar 2024,13
CBP,Criminal Conviction,El Paso,COLOMBIA,2024,3,7,Apr 2024,12
CBP,Criminal Conviction,El Paso,COLOMBIA,2024,3,8,May 2024,21
CBP,Criminal Conviction,El Paso,COLOMBIA,2024,3,9,Jun 2024,12
CBP,Criminal Conviction,El Paso,COLOMBIA,2024,4,10,Jul 2024,17
CBP,Criminal Conviction,El Paso,COLOMBIA,2024,4,11,Aug 2024,26
CBP,Criminal Conviction,El Paso,COLOMBIA,2025,1,1,Oct 2024,11
CBP,Criminal Conviction,El Paso,COLOMBIA,2025,1,2,Nov 2024,15
CBP,Criminal Conviction,El Paso,ECUADOR,2023,3,9,Jun 2023,16
CBP,Criminal Conviction,El Paso,ECUADOR,2024,2,4,Jan 2024,11
CBP,Criminal Conviction,El Paso,ECUADOR,2024,3,7,Apr 2024,12
CBP,Criminal Conviction,El Paso,ECUADOR,2024,3,9,Jun 2024,11
CBP,Criminal Conviction,El Paso,ECUADOR,2024,4,10,Jul 2024,16
CBP,Criminal Conviction,El Paso,ECUADOR,2024,4,11,Aug 2024,14
CBP,Criminal Conviction,El Paso,ECUADOR,2024,4,12,Sep 2024,13
CBP,Criminal Conviction,El Paso,ECUADOR,2025,1,3,Dec 2024,18
CBP,Criminal Conviction,El Paso,EL SALVADOR,2021,1,1,Oct 2020,11
CBP,Criminal Conviction,El Paso,EL SALVADOR,2022,4,11,Aug 2022,12
CBP,Criminal Conviction,El Paso,EL SALVADOR,2023,1,1,Oct 2022,12
CBP,Criminal Conviction,El Paso,EL SALVADOR,2023,3,8,May 2023,13
CBP,Criminal Conviction,El Paso,EL SALVADOR,2023,3,9,Jun 2023,33
CBP,Criminal Conviction,El Paso,EL SALVADOR,2023,4,10,Jul 2023,15
CBP,Criminal Conviction,El Paso,EL SALVADOR,2023,4,11,Aug 2023,11
CBP,Criminal Conviction,El Paso,EL SALVADOR,2024,1,1,Oct 2023,16
CBP,Criminal Conviction,El Paso,EL SALVADOR,2024,1,3,Dec 2023,11
CBP,Criminal Conviction,El Paso,EL SALVADOR,2024,2,4,Jan 2024,13
CBP,Criminal Conviction,El Paso,EL SALVADOR,2024,2,6,Mar 2024,16
CBP,Criminal Conviction,El Paso,EL SALVADOR,2024,3,7,Apr 2024,19
CBP,Criminal Conviction,El Paso,EL SALVADOR,2024,3,8,May 2024,34
CBP,Criminal Conviction,El Paso,EL SALVADOR,2024,4,10,Jul 2024,42
CBP,Criminal Conviction,El Paso,EL SALVADOR,2024,4,11,Aug 2024,18
CBP,Criminal Conviction,El Paso,GUATEMALA,2021,1,1,Oct 2020,46
CBP,Criminal Conviction,El Paso,GUATEMALA,2021,1,2,Nov 2020,14
CBP,Criminal Conviction,El Paso,GUATEMALA,2021,1,3,Dec 2020,14
CBP,Criminal Conviction,El Paso,GUATEMALA,2021,2,4,Jan 2021,15
CBP,Criminal Conviction,El Paso,GUATEMALA,2021,2,6,Mar 2021,16
CBP,Criminal Conviction,El Paso,GUATEMALA,2021,3,7,Apr 2021,11
CBP,Criminal Conviction,El Paso,GUATEMALA,2021,3,8,May 2021,15
CBP,Criminal Conviction,El Paso,GUATEMALA,2021,3,9,Jun 2021,11
CBP,Criminal Conviction,El Paso,GUATEMALA,2021,4,10,Jul 2021,25
CBP,Criminal Conviction,El Paso,GUATEMALA,2021,4,11,Aug 2021,18
CBP,Criminal Conviction,El Paso,GUATEMALA,2021,4,12,Sep 2021,10
CBP,Criminal Conviction,El Paso,GUATEMALA,2022,1,1,Oct 2021,26
CBP,Criminal Conviction,El Paso,GUATEMALA,2022,1,2,Nov 2021,16
CBP,Criminal Conviction,El Paso,GUATEMALA,2022,2,4,Jan 2022,33
CBP,Criminal Conviction,El Paso,GUATEMALA,2022,2,5,Feb 2022,16
CBP,Criminal Conviction,El Paso,GUATEMALA,2022,2,6,Mar 2022,29
CBP,Criminal Conviction,El Paso,GUATEMALA,2022,3,7,Apr 2022,21
CBP,Criminal Conviction,El Paso,GUATEMALA,2022,3,8,May 2022,22
CBP,Criminal Conviction,El Paso,GUATEMALA,2022,3,9,Jun 2022,24
CBP,Criminal Conviction,El Paso,GUATEMALA,2022,4,10,Jul 2022,11
CBP,Criminal Conviction,El Paso,GUATEMALA,2022,4,11,Aug 2022,35
CBP,Criminal Conviction,El Paso,GUATEMALA,2022,4,12,Sep 2022,14
CBP,Criminal Conviction,El Paso,GUATEMALA,2023,1,1,Oct 2022,54
CBP,Criminal Conviction,El Paso,GUATEMALA,2023,1,2,Nov 2022,32
CBP,Criminal Conviction,El Paso,GUATEMALA,2023,1,3,Dec 2022,18
CBP,Criminal Conviction,El Paso,GUATEMALA,2023,2,4,Jan 2023,24
CBP,Criminal Conviction,El Paso,GUATEMALA,2023,2,5,Feb 2023,16
CBP,Criminal Conviction,El Paso,GUATEMALA,2023,2,6,Mar 2023,28
CBP,Criminal Conviction,El Paso,GUATEMALA,2023,3,7,Apr 2023,21
CBP,Criminal Conviction,El Paso,GUATEMALA,2023,3,8,May 2023,31
CBP,Criminal Conviction,El Paso,GUATEMALA,2023,3,9,Jun 2023,71
CBP,Criminal Conviction,El Paso,GUATEMALA,2023,4,10,Jul 2023,51
CBP,Criminal Conviction,El Paso,GUATEMALA,2023,4,11,Aug 2023,50
CBP,Criminal Conviction,El Paso,GUATEMALA,2024,1,1,Oct 2023,57
CBP,Criminal Conviction,El Paso,GUATEMALA,2024,1,2,Nov 2023,68
CBP,Criminal Conviction,El Paso,GUATEMALA,2024,1,3,Dec 2023,101
CBP,Criminal Conviction,El Paso,GUATEMALA,2024,2,4,Jan 2024,105
CBP,Criminal Conviction,El Paso,GUATEMALA,2024,2,5,Feb 2024,124
CBP,Criminal Conviction,El Paso,GUATEMALA,2024,2,6,Mar 2024,79
CBP,Criminal Conviction,El Paso,GUATEMALA,2024,3,7,Apr 2024,98
CBP,Criminal Conviction,El Paso,GUATEMALA,2024,3,8,May 2024,103
CBP,Criminal Conviction,El Paso,GUATEMALA,2024,3,9,Jun 2024,61
CBP,Criminal Conviction,El Paso,GUATEMALA,2024,4,10,Jul 2024,102
CBP,Criminal Conviction,El Paso,GUATEMALA,2024,4,11,Aug 2024,110
CBP,Criminal Conviction,El Paso,GUATEMALA,2024,4,12,Sep 2024,73
CBP,Criminal Conviction,El Paso,GUATEMALA,2025,1,1,Oct 2024,50
CBP,Criminal Conviction,El Paso,GUATEMALA,2025,1,2,Nov 2024,37
CBP,Criminal Conviction,El Paso,GUATEMALA,2025,1,3,Dec 2024,31
CBP,Criminal Conviction,El Paso,HONDURAS,2021,1,1,Oct 2020,22
CBP,Criminal Conviction,El Paso,HONDURAS,2021,2,4,Jan 2021,27
CBP,Criminal Conviction,El Paso,HONDURAS,2021,3,7,Apr 2021,11
CBP,Criminal Conviction,El Paso,HONDURAS,2021,4,11,Aug 2021,12
CBP,Criminal Conviction,El Paso,HONDURAS,2022,2,5,Feb 2022,16
CBP,Criminal Conviction,El Paso,HONDURAS,2022,2,6,Mar 2022,20
CBP,Criminal Conviction,El Paso,HONDURAS,2022,3,9,Jun 2022,14
CBP,Criminal Conviction,El Paso,HONDURAS,2022,4,10,Jul 2022,13
CBP,Criminal Conviction,El Paso,HONDURAS,2022,4,11,Aug 2022,10
CBP,Criminal Conviction,El Paso,HONDURAS,2023,1,1,Oct 2022,12
CBP,Criminal Conviction,El Paso,HONDURAS,2023,1,2,Nov 2022,13
CBP,Criminal Conviction,El Paso,HONDURAS,2023,2,4,Jan 2023,16
CBP,Criminal Conviction,El Paso,HONDURAS,2023,3,9,Jun 2023,37
CBP,Criminal Conviction,El Paso,HONDURAS,2023,4,10,Jul 2023,22
CBP,Criminal Conviction,El Paso,HONDURAS,2023,4,11,Aug 2023,10
CBP,Criminal Conviction,El Paso,HONDURAS,2023,4,12,Sep 2023,16
CBP,Criminal Conviction,El Paso,HONDURAS,2024,1,1,Oct 2023,16
CBP,Criminal Conviction,El Paso,HONDURAS,2024,1,2,Nov 2023,19
CBP,Criminal Conviction,El Paso,HONDURAS,2024,1,3,Dec 2023,16
CBP,Criminal Conviction,El Paso,HONDURAS,2024,2,4,Jan 2024,31
CBP,Criminal Conviction,El Paso,HONDURAS,2024,2,5,Feb 2024,22
