Arresting Agency,Criminality,Area of Responsibility (AOR),Country of Citizenship,Fiscal Year,Fiscal Quarter,Fiscal Month,Month-Year,Removals
ICE,Criminal Conviction,San Francisco,MEXICO,2021,4,12,Sep 2021,96
ICE,Criminal Conviction,San Francisco,MEXICO,2022,1,1,Oct 2021,102
ICE,Criminal Conviction,San Francisco,MEXICO,2022,1,2,Nov 2021,67
ICE,Criminal Conviction,San Francisco,MEXICO,2022,1,3,Dec 2021,72
ICE,Criminal Conviction,San Francisco,MEXICO,2022,2,4,Jan 2022,58
ICE,Criminal Conviction,San Francisco,MEXICO,2022,2,5,Feb 2022,89
ICE,Criminal Conviction,San Francisco,MEXICO,2022,2,6,Mar 2022,68
ICE,Criminal Conviction,San Francisco,MEXICO,2022,3,7,Apr 2022,62
ICE,Criminal Conviction,San Francisco,MEXICO,2022,3,8,May 2022,49
ICE,Criminal Conviction,San Francisco,MEXICO,2022,3,9,Jun 2022,59
ICE,Criminal Conviction,San Francisco,MEXICO,2022,4,10,Jul 2022,73
ICE,Criminal Conviction,San Francisco,MEXICO,2022,4,11,Aug 2022,76
ICE,Criminal Conviction,San Francisco,MEXICO,2022,4,12,Sep 2022,77
ICE,Criminal Conviction,San Francisco,MEXICO,2023,1,1,Oct 2022,81
ICE,Criminal Conviction,San Francisco,MEXICO,2023,1,2,Nov 2022,85
ICE,Criminal Conviction,San Francisco,MEXICO,2023,1,3,Dec 2022,86
ICE,Criminal Conviction,San Francisco,MEXICO,2023,2,4,Jan 2023,89
ICE,Criminal Conviction,San Francisco,MEXICO,2023,2,5,Feb 2023,83
ICE,Criminal Conviction,San Francisco,MEXICO,2023,2,6,Mar 2023,108
ICE,Criminal Conviction,San Francisco,MEXICO,2023,3,7,Apr 2023,79
ICE,Criminal Conviction,San Francisco,MEXICO,2023,3,8,May 2023,79
ICE,Criminal Conviction,San Francisco,MEXICO,2023,3,9,Jun 2023,83
ICE,Criminal Conviction,San Francisco,MEXICO,2023,4,10,Jul 2023,85
ICE,Criminal Conviction,San Francisco,MEXICO,2023,4,11,Aug 2023,92
ICE,Criminal Conviction,San Francisco,MEXICO,2023,4,12,Sep 2023,86
ICE,Criminal Conviction,San Francisco,MEXICO,2024,1,1,Oct 2023,74
ICE,Criminal Conviction,San Francisco,MEXICO,2024,1,2,Nov 2023,77
ICE,Criminal Conviction,San Francisco,MEXICO,2024,1,3,Dec 2023,91
ICE,Criminal Conviction,San Francisco,MEXICO,2024,2,4,Jan 2024,77
ICE,Criminal Conviction,San Francisco,MEXICO,2024,2,5,Feb 2024,103
ICE,Criminal Conviction,San Francisco,MEXICO,2024,2,6,Mar 2024,88
ICE,Criminal Conviction,San Francisco,MEXICO,2024,3,7,Apr 2024,86
ICE,Criminal Conviction,San Francisco,MEXICO,2024,3,8,May 2024,103
ICE,Criminal Conviction,San Francisco,MEXICO,2024,3,9,Jun 2024,94
ICE,Criminal Conviction,San Francisco,MEXICO,2024,4,10,Jul 2024,82
ICE,Criminal Conviction,San Francisco,MEXICO,2024,4,11,Aug 2024,78
ICE,Criminal Conviction,San Francisco,MEXICO,2024,4,12,Sep 2024,67
ICE,Criminal Conviction,San Francisco,MEXICO,2025,1,1,Oct 2024,99
ICE,Criminal Conviction,San Francisco,MEXICO,2025,1,2,Nov 2024,71
ICE,Criminal Conviction,San Francisco,MEXICO,2025,1,3,Dec 2024,65
ICE,Criminal Conviction,San Francisco,"MICRONESIA, FEDERATED STATES OF",2023,2,4,Jan 2023,12
ICE,Criminal Conviction,San Francisco,"MICRONESIA, FEDERATED STATES OF",2024,4,11,Aug 2024,10
ICE,Criminal Conviction,Seattle,HONDURAS,2024,3,7,Apr 2024,12
ICE,Criminal Conviction,Seattle,MEXICO,2021,1,1,Oct 2020,78
ICE,Criminal Conviction,Seattle,MEXICO,2021,1,2,Nov 2020,53
ICE,Criminal Conviction,Seattle,MEXICO,2021,1,3,Dec 2020,47
ICE,Criminal Conviction,Seattle,MEXICO,2021,2,4,Jan 2021,26
ICE,Criminal Conviction,Seattle,MEXICO,2021,2,5,Feb 2021,35
ICE,Criminal Conviction,Seattle,MEXICO,2021,2,6,Mar 2021,41
ICE,Criminal Conviction,Seattle,MEXICO,2021,3,7,Apr 2021,47
ICE,Criminal Conviction,Seattle,MEXICO,2021,3,8,May 2021,22
ICE,Criminal Conviction,Seattle,MEXICO,2021,3,9,Jun 2021,59
ICE,Criminal Conviction,Seattle,MEXICO,2021,4,10,Jul 2021,26
ICE,Criminal Conviction,Seattle,MEXICO,2021,4,11,Aug 2021,27
ICE,Criminal Conviction,Seattle,MEXICO,2021,4,12,Sep 2021,33
ICE,Criminal Conviction,Seattle,MEXICO,2022,1,1,Oct 2021,25
ICE,Criminal Conviction,Seattle,MEXICO,2022,1,2,Nov 2021,37
ICE,Criminal Conviction,Seattle,MEXICO,2022,1,3,Dec 2021,15
ICE,Criminal Conviction,Seattle,MEXICO,2022,2,4,Jan 2022,35
ICE,Criminal Conviction,Seattle,MEXICO,2022,2,5,Feb 2022,28
ICE,Criminal Conviction,Seattle,MEXICO,2022,2,6,Mar 2022,23
ICE,Criminal Conviction,Seattle,MEXICO,2022,3,7,Apr 2022,30
ICE,Criminal Conviction,Seattle,MEXICO,2022,3,8,May 2022,13
ICE,Criminal Conviction,Seattle,MEXICO,2022,3,9,Jun 2022,42
ICE,Criminal Conviction,Seattle,MEXICO,2022,4,10,Jul 2022,25
ICE,Criminal Conviction,Seattle,MEXICO,2022,4,11,Aug 2022,32
ICE,Criminal Conviction,Seattle,MEXICO,2022,4,12,Sep 2022,25
ICE,Criminal Conviction,Seattle,MEXICO,2023,1,1,Oct 2022,28
ICE,Criminal Conviction,Seattle,MEXICO,2023,1,2,Nov 2022,28
ICE,Criminal Conviction,Seattle,MEXICO,2023,1,3,Dec 2022,24
ICE,Criminal Conviction,Seattle,MEXICO,2023,2,4,Jan 2023,37
ICE,Criminal Conviction,Seattle,MEXICO,2023,2,5,Feb 2023,38
ICE,Criminal Conviction,Seattle,MEXICO,2023,2,6,Mar 2023,57
ICE,Criminal Conviction,Seattle,MEXICO,2023,3,7,Apr 2023,43
ICE,Criminal Conviction,Seattle,MEXICO,2023,3,8,May 2023,48
ICE,Criminal Conviction,Seattle,MEXICO,2023,3,9,Jun 2023,35
ICE,Criminal Conviction,Seattle,MEXICO,2023,4,10,Jul 2023,38
ICE,Criminal Conviction,Seattle,MEXICO,2023,4,11,Aug 2023,49
ICE,Criminal Conviction,Seattle,MEXICO,2024,1,1,Oct 2023,52
ICE,Criminal Conviction,Seattle,MEXICO,2024,1,2,Nov 2023,28
ICE,Criminal Conviction,Seattle,MEXICO,2024,1,3,Dec 2023,29
ICE,Criminal Conviction,Seattle,MEXICO,2024,2,4,Jan 2024,53
ICE,Criminal Conviction,Seattle,MEXICO,2024,2,5,Feb 2024,23
ICE,Criminal Conviction,Seattle,MEXICO,2024,2,6,Mar 2024,37
ICE,Criminal Conviction,Seattle,MEXICO,2024,3,7,Apr 2024,46
ICE,Criminal Conviction,Seattle,MEXICO,2024,3,8,May 2024,48
ICE,Criminal Conviction,Seattle,MEXICO,2024,3,9,Jun 2024,35
ICE,Criminal Conviction,Seattle,MEXICO,2024,4,10,Jul 2024,53
ICE,Criminal Conviction,Seattle,MEXICO,2024,4,11,Aug 2024,45
ICE,Criminal Conviction,Seattle,MEXICO,2024,4,12,Sep 2024,23
ICE,Criminal Conviction,Seattle,MEXICO,2025,1,1,Oct 2024,53
ICE,Criminal Conviction,Seattle,MEXICO,2025,1,2,Nov 2024,36
ICE,Criminal Conviction,Seattle,MEXICO,2025,1,3,Dec 2024,19
ICE,Criminal Conviction,St. Paul,GUATEMALA,2021,1,1,Oct 2020,43
ICE,Criminal Conviction,St. Paul,GUATEMALA,2021,1,2,Nov 2020,10
ICE,Criminal Conviction,St. Paul,GUATEMALA,2021,1,3,Dec 2020,12
ICE,Criminal Conviction,St. Paul,GUATEMALA,2021,2,4,Jan 2021,10
ICE,Criminal Conviction,St. Paul,GUATEMALA,2021,2,6,Mar 2021,12
ICE,Criminal Conviction,St. Paul,GUATEMALA,2021,3,8,May 2021,11
ICE,Criminal Conviction,St. Paul,GUATEMALA,2021,4,11,Aug 2021,11
ICE,Criminal Conviction,St. Paul,GUATEMALA,2022,3,9,Jun 2022,10
ICE,Criminal Conviction,St. Paul,GUATEMALA,2022,4,10,Jul 2022,14
ICE,Criminal Conviction,St. Paul,GUATEMALA,2022,4,11,Aug 2022,11
ICE,Criminal Conviction,St. Paul,GUATEMALA,2023,1,1,Oct 2022,10
ICE,Criminal Conviction,St. Paul,GUATEMALA,2023,1,2,Nov 2022,16
ICE,Criminal Conviction,St. Paul,GUATEMALA,2023,1,3,Dec 2022,19
ICE,Criminal Conviction,St. Paul,GUATEMALA,2023,2,4,Jan 2023,13
ICE,Criminal Conviction,St. Paul,GUATEMALA,2023,2,5,Feb 2023,15
ICE,Criminal Conviction,St. Paul,GUATEMALA,2023,3,7,Apr 2023,29
ICE,Criminal Conviction,St. Paul,GUATEMALA,2023,3,8,May 2023,20
ICE,Criminal Conviction,St. Paul,GUATEMALA,2023,3,9,Jun 2023,20
ICE,Criminal Conviction,St. Paul,GUATEMALA,2023,4,11,Aug 2023,14
ICE,Criminal Conviction,St. Paul,GUATEMALA,2024,1,1,Oct 2023,11
ICE,Criminal Conviction,St. Paul,GUATEMALA,2024,1,2,Nov 2023,15
ICE,Criminal Conviction,St. Paul,GUATEMALA,2024,2,4,Jan 2024,24
ICE,Criminal Conviction,St. Paul,GUATEMALA,2024,2,5,Feb 2024,13
ICE,Criminal Conviction,St. Paul,GUATEMALA,2024,3,7,Apr 2024,19
ICE,Criminal Conviction,St. Paul,GUATEMALA,2024,3,8,May 2024,13
ICE,Criminal Conviction,St. Paul,GUATEMALA,2024,3,9,Jun 2024,15
ICE,Criminal Conviction,St. Paul,GUATEMALA,2024,4,10,Jul 2024,12
ICE,Criminal Conviction,St. Paul,GUATEMALA,2024,4,12,Sep 2024,10
ICE,Criminal Conviction,St. Paul,GUATEMALA,2025,1,1,Oct 2024,12
ICE,Criminal Conviction,St. Paul,GUATEMALA,2025,1,2,Nov 2024,16
ICE,Criminal Conviction,St. Paul,GUATEMALA,2025,1,3,Dec 2024,10
ICE,Criminal Conviction,St. Paul,HONDURAS,2021,2,4,Jan 2021,14
ICE,Criminal Conviction,St. Paul,HONDURAS,2023,4,11,Aug 2023,15
ICE,Criminal Conviction,St. Paul,HONDURAS,2024,2,4,Jan 2024,11
ICE,Criminal Conviction,St. Paul,HONDURAS,2024,4,10,Jul 2024,10
ICE,Criminal Conviction,St. Paul,MEXICO,2021,1,1,Oct 2020,52
ICE,Criminal Conviction,St. Paul,MEXICO,2021,1,2,Nov 2020,49
ICE,Criminal Conviction,St. Paul,MEXICO,2021,1,3,Dec 2020,55
ICE,Criminal Conviction,St. Paul,MEXICO,2021,2,4,Jan 2021,40
ICE,Criminal Conviction,St. Paul,MEXICO,2021,2,5,Feb 2021,27
ICE,Criminal Conviction,St. Paul,MEXICO,2021,2,6,Mar 2021,38
ICE,Criminal Conviction,St. Paul,MEXICO,2021,3,7,Apr 2021,20
ICE,Criminal Conviction,St. Paul,MEXICO,2021,3,8,May 2021,19
ICE,Criminal Conviction,St. Paul,MEXICO,2021,3,9,Jun 2021,14
ICE,Criminal Conviction,St. Paul,MEXICO,2021,4,10,Jul 2021,18
ICE,Criminal Conviction,St. Paul,MEXICO,2021,4,11,Aug 2021,24
ICE,Criminal Conviction,St. Paul,MEXICO,2021,4,12,Sep 2021,31
ICE,Criminal Conviction,St. Paul,MEXICO,2022,1,1,Oct 2021,24
ICE,Criminal Conviction,St. Paul,MEXICO,2022,1,2,Nov 2021,18
ICE,Criminal Conviction,St. Paul,MEXICO,2022,1,3,Dec 2021,12
ICE,Criminal Conviction,St. Paul,MEXICO,2022,2,4,Jan 2022,25
ICE,Criminal Conviction,St. Paul,MEXICO,2022,2,5,Feb 2022,15
ICE,Criminal Conviction,St. Paul,MEXICO,2022,3,7,Apr 2022,34
ICE,Criminal Conviction,St. Paul,MEXICO,2022,3,8,May 2022,31
ICE,Criminal Conviction,St. Paul,MEXICO,2022,3,9,Jun 2022,37
ICE,Criminal Conviction,St. Paul,MEXICO,2022,4,10,Jul 2022,17
ICE,Criminal Conviction,St. Paul,MEXICO,2022,4,11,Aug 2022,25
ICE,Criminal Conviction,St. Paul,MEXICO,2022,4,12,Sep 2022,30
ICE,Criminal Conviction,St. Paul,MEXICO,2023,1,1,Oct 2022,37
ICE,Criminal Conviction,St. Paul,MEXICO,2023,1,2,Nov 2022,18
ICE,Criminal Conviction,St. Paul,MEXICO,2023,1,3,Dec 2022,43
ICE,Criminal Conviction,St. Paul,MEXICO,2023,2,4,Jan 2023,38
ICE,Criminal Conviction,St. Paul,MEXICO,2023,2,5,Feb 2023,35
ICE,Criminal Conviction,St. Paul,MEXICO,2023,2,6,Mar 2023,39
ICE,Criminal Conviction,St. Paul,MEXICO,2023,3,7,Apr 2023,48
ICE,Criminal Conviction,St. Paul,MEXICO,2023,3,8,May 2023,40
ICE,Criminal Conviction,St. Paul,MEXICO,2023,3,9,Jun 2023,47
ICE,Criminal Conviction,St. Paul,MEXICO,2023,4,10,Jul 2023,44
ICE,Criminal Conviction,St. Paul,MEXICO,2023,4,11,Aug 2023,42
ICE,Criminal Conviction,St. Paul,MEXICO,2023,4,12,Sep 2023,23
ICE,Criminal Conviction,St. Paul,MEXICO,2024,1,1,Oct 2023,61
ICE,Criminal Conviction,St. Paul,MEXICO,2024,1,2,Nov 2023,24
ICE,Criminal Conviction,St. Paul,MEXICO,2024,1,3,Dec 2023,19
ICE,Criminal Conviction,St. Paul,MEXICO,2024,2,4,Jan 2024,54
ICE,Criminal Conviction,St. Paul,MEXICO,2024,2,5,Feb 2024,23
ICE,Criminal Conviction,St. Paul,MEXICO,2024,2,6,Mar 2024,57
ICE,Criminal Conviction,St. Paul,MEXICO,2024,3,7,Apr 2024,33
ICE,Criminal Conviction,St. Paul,MEXICO,2024,3,8,May 2024,25
ICE,Criminal Conviction,St. Paul,MEXICO,2024,3,9,Jun 2024,57
ICE,Criminal Conviction,St. Paul,MEXICO,2024,4,10,Jul 2024,23
ICE,Criminal Conviction,St. Paul,MEXICO,2024,4,11,Aug 2024,43
ICE,Criminal Conviction,St. Paul,MEXICO,2024,4,12,Sep 2024,26
ICE,Criminal Conviction,St. Paul,MEXICO,2025,1,1,Oct 2024,77
ICE,Criminal Conviction,St. Paul,MEXICO,2025,1,2,Nov 2024,34
ICE,Criminal Conviction,St. Paul,MEXICO,2025,1,3,Dec 2024,28
ICE,Criminal Conviction,St. Paul,SOMALIA,2021,2,4,Jan 2021,12
ICE,Criminal Conviction,Washington,EL SALVADOR,2021,1,1,Oct 2020,12
ICE,Criminal Conviction,Washington,EL SALVADOR,2021,1,2,Nov 2020,15
ICE,Criminal Conviction,Washington,EL SALVADOR,2021,2,4,Jan 2021,12
ICE,Criminal Conviction,Washington,EL SALVADOR,2021,3,7,Apr 2021,10
ICE,Criminal Conviction,Washington,EL SALVADOR,2021,3,8,May 2021,13
ICE,Criminal Conviction,Washington,EL SALVADOR,2021,3,9,Jun 2021,11
ICE,Criminal Conviction,Washington,EL SALVADOR,2022,1,2,Nov 2021,11
ICE,Criminal Conviction,Washington,EL SALVADOR,2022,4,11,Aug 2022,15
ICE,Criminal Conviction,Washington,EL SALVADOR,2023,1,2,Nov 2022,12
ICE,Criminal Conviction,Washington,EL SALVADOR,2023,2,5,Feb 2023,11
ICE,Criminal Conviction,Washington,EL SALVADOR,2023,2,6,Mar 2023,11
ICE,Criminal Conviction,Washington,EL SALVADOR,2023,3,7,Apr 2023,13
ICE,Criminal Conviction,Washington,EL SALVADOR,2023,3,8,May 2023,14
ICE,Criminal Conviction,Washington,EL SALVADOR,2023,4,10,Jul 2023,11
ICE,Criminal Conviction,Washington,EL SALVADOR,2023,4,11,Aug 2023,17
ICE,Criminal Conviction,Washington,EL SALVADOR,2023,4,12,Sep 2023,15
ICE,Criminal Conviction,Washington,EL SALVADOR,2024,1,1,Oct 2023,10
ICE,Criminal Conviction,Washington,EL SALVADOR,2024,1,2,Nov 2023,11
ICE,Criminal Conviction,Washington,EL SALVADOR,2024,2,4,Jan 2024,19
ICE,Criminal Conviction,Washington,EL SALVADOR,2024,2,5,Feb 2024,10
ICE,Criminal Conviction,Washington,EL SALVADOR,2024,3,7,Apr 2024,17
ICE,Criminal Conviction,Washington,EL SALVADOR,2024,3,8,May 2024,17
ICE,Criminal Conviction,Washington,EL SALVADOR,2024,4,10,Jul 2024,43
ICE,Criminal Conviction,Washington,EL SALVADOR,2024,4,11,Aug 2024,20
ICE,Criminal Conviction,Washington,EL SALVADOR,2024,4,12,Sep 2024,16
ICE,Criminal Conviction,Washington,EL SALVADOR,2025,1,1,Oct 2024,14
ICE,Criminal Conviction,Washington,EL SALVADOR,2025,1,2,Nov 2024,10
ICE,Criminal Conviction,Washington,GUATEMALA,2021,1,1,Oct 2020,23
ICE,Criminal Conviction,Washington,GUATEMALA,2021,2,4,Jan 2021,10
ICE,Criminal Conviction,Washington,GUATEMALA,2023,3,8,May 2023,14
ICE,Criminal Conviction,Washington,GUATEMALA,2023,3,9,Jun 2023,11
ICE,Criminal Conviction,Washington,GUATEMALA,2023,4,11,Aug 2023,12
ICE,Criminal Conviction,Washington,GUATEMALA,2023,4,12,Sep 2023,13
ICE,Criminal Conviction,Washington,GUATEMALA,2024,1,1,Oct 2023,15
ICE,Criminal Conviction,Washington,GUATEMALA,2024,1,2,Nov 2023,13
ICE,Criminal Conviction,Washington,GUATEMALA,2024,2,6,Mar 2024,11
ICE,Criminal Conviction,Washington,GUATEMALA,2024,3,7,Apr 2024,15
ICE,Criminal Conviction,Washington,GUATEMALA,2024,3,8,May 2024,10
ICE,Criminal Conviction,Washington,GUATEMALA,2024,3,9,Jun 2024,19
ICE,Criminal Conviction,Washington,GUATEMALA,2024,4,10,Jul 2024,16
ICE,Criminal Conviction,Washington,GUATEMALA,2024,4,11,Aug 2024,20
ICE,Criminal Conviction,Washington,GUATEMALA,2024,4,12,Sep 2024,16
ICE,Criminal Conviction,Washington,HONDURAS,2021,1,1,Oct 2020,11
ICE,Criminal Conviction,Washington,HONDURAS,2021,2,4,Jan 2021,17
ICE,Criminal Conviction,Washington,HONDURAS,2021,2,6,Mar 2021,11
ICE,Criminal Conviction,Washington,HONDURAS,2023,2,6,Mar 2023,12
ICE,Criminal Conviction,Washington,HONDURAS,2023,4,11,Aug 2023,12
ICE,Criminal Conviction,Washington,HONDURAS,2023,4,12,Sep 2023,14
ICE,Criminal Conviction,Washington,HONDURAS,2024,1,1,Oct 2023,14
ICE,Criminal Conviction,Washington,HONDURAS,2024,2,4,Jan 2024,11
ICE,Criminal Conviction,Washington,HONDURAS,2024,2,5,Feb 2024,11
ICE,Criminal Conviction,Washington,HONDURAS,2024,2,6,Mar 2024,11
ICE,Criminal Conviction,Washington,HONDURAS,2024,3,7,Apr 2024,21
ICE,Criminal Conviction,Washington,HONDURAS,2024,3,8,May 2024,11
ICE,Criminal Conviction,Washington,HONDURAS,2024,3,9,Jun 2024,19
ICE,Criminal Conviction,Washington,HONDURAS,2024,4,11,Aug 2024,18
ICE,Criminal Conviction,Washington,HONDURAS,2024,4,12,Sep 2024,13
ICE,Criminal Conviction,Washington,HONDURAS,2025,1,1,Oct 2024,11
ICE,Criminal Conviction,Washington,HONDURAS,2025,1,3,Dec 2024,11
ICE,Criminal Conviction,Washington,MEXICO,2021,1,1,Oct 2020,15
ICE,Criminal Conviction,Washington,MEXICO,2021,1,2,Nov 2020,24
ICE,Criminal Conviction,Washington,MEXICO,2021,1,3,Dec 2020,26
ICE,Criminal Conviction,Washington,MEXICO,2021,2,4,Jan 2021,22
ICE,Criminal Conviction,Washington,MEXICO,2021,2,5,Feb 2021,17
ICE,Criminal Conviction,Washington,MEXICO,2021,2,6,Mar 2021,29
ICE,Criminal Conviction,Washington,MEXICO,2021,3,7,Apr 2021,11
ICE,Criminal Conviction,Washington,MEXICO,2021,3,9,Jun 2021,10
ICE,Criminal Conviction,Washington,MEXICO,2021,4,11,Aug 2021,10
ICE,Criminal Conviction,Washington,MEXICO,2021,4,12,Sep 2021,10
ICE,Criminal Conviction,Washington,MEXICO,2022,1,1,Oct 2021,13
ICE,Criminal Conviction,Washington,MEXICO,2022,1,2,Nov 2021,13
ICE,Criminal Conviction,Washington,MEXICO,2022,4,10,Jul 2022,10
ICE,Criminal Conviction,Washington,MEXICO,2023,1,1,Oct 2022,11
ICE,Criminal Conviction,Washington,MEXICO,2023,1,2,Nov 2022,12
ICE,Criminal Conviction,Washington,MEXICO,2023,2,5,Feb 2023,15
ICE,Criminal Conviction,Washington,MEXICO,2023,3,7,Apr 2023,14
ICE,Criminal Conviction,Washington,MEXICO,2023,3,8,May 2023,26
ICE,Criminal Conviction,Washington,MEXICO,2023,3,9,Jun 2023,12
ICE,Criminal Conviction,Washington,MEXICO,2023,4,10,Jul 2023,17
ICE,Criminal Conviction,Washington,MEXICO,2023,4,11,Aug 2023,34
ICE,Criminal Conviction,Washington,MEXICO,2023,4,12,Sep 2023,20
ICE,Criminal Conviction,Washington,MEXICO,2024,1,1,Oct 2023,24
ICE,Criminal Conviction,Washington,MEXICO,2024,1,2,Nov 2023,16
ICE,Criminal Conviction,Washington,MEXICO,2024,1,3,Dec 2023,23
ICE,Criminal Conviction,Washington,MEXICO,2024,2,4,Jan 2024,21
ICE,Criminal Conviction,Washington,MEXICO,2024,2,5,Feb 2024,20
ICE,Criminal Conviction,Washington,MEXICO,2024,2,6,Mar 2024,11
ICE,Criminal Conviction,Washington,MEXICO,2024,3,7,Apr 2024,33
ICE,Criminal Conviction,Washington,MEXICO,2024,3,8,May 2024,22
ICE,Criminal Conviction,Washington,MEXICO,2024,3,9,Jun 2024,15
ICE,Criminal Conviction,Washington,MEXICO,2024,4,10,Jul 2024,27
ICE,Criminal Conviction,Washington,MEXICO,2024,4,11,Aug 2024,29
ICE,Criminal Conviction,Washington,MEXICO,2024,4,12,Sep 2024,25
ICE,Criminal Conviction,Washington,MEXICO,2025,1,1,Oct 2024,19
ICE,Criminal Conviction,Washington,MEXICO,2025,1,2,Nov 2024,23
ICE,Criminal Conviction,Washington,MEXICO,2025,1,3,Dec 2024,29
ICE,Pending Criminal Charges,Atlanta,GUATEMALA,2021,1,1,Oct 2020,24
ICE,Pending Criminal Charges,Atlanta,GUATEMALA,2021,1,2,Nov 2020,12
ICE,Pending Criminal Charges,Atlanta,GUATEMALA,2023,2,5,Feb 2023,12
ICE,Pending Criminal Charges,Atlanta,GUATEMALA,2023,3,7,Apr 2023,14
ICE,Pending Criminal Charges,Atlanta,GUATEMALA,2023,4,11,Aug 2023,12
ICE,Pending Criminal Charges,Atlanta,GUATEMALA,2024,3,9,Jun 2024,12
ICE,Pending Criminal Charges,Atlanta,GUATEMALA,2024,4,10,Jul 2024,12
ICE,Pending Criminal Charges,Atlanta,GUATEMALA,2024,4,11,Aug 2024,13
ICE,Pending Criminal Charges,Atlanta,HONDURAS,2021,2,4,Jan 2021,13
ICE,Pending Criminal Charges,Atlanta,HONDURAS,2023,2,4,Jan 2023,11
ICE,Pending Criminal Charges,Atlanta,HONDURAS,2023,3,8,May 2023,19
ICE,Pending Criminal Charges,Atlanta,HONDURAS,2024,3,8,May 2024,11
ICE,Pending Criminal Charges,Atlanta,HONDURAS,2024,3,9,Jun 2024,10
ICE,Pending Criminal Charges,Atlanta,HONDURAS,2024,4,11,Aug 2024,12
ICE,Pending Criminal Charges,Atlanta,MEXICO,2021,1,1,Oct 2020,29
ICE,Pending Criminal Charges,Atlanta,MEXICO,2021,1,2,Nov 2020,23
ICE,Pending Criminal Charges,Atlanta,MEXICO,2021,1,3,Dec 2020,11
ICE,Pending Criminal Charges,Atlanta,MEXICO,2021,2,4,Jan 2021,14
ICE,Pending Criminal Charges,Atlanta,MEXICO,2022,2,5,Feb 2022,11
ICE,Pending Criminal Charges,Atlanta,MEXICO,2022,2,6,Mar 2022,12
ICE,Pending Criminal Charges,Atlanta,MEXICO,2022,3,7,Apr 2022,12
ICE,Pending Criminal Charges,Atlanta,MEXICO,2022,3,8,May 2022,13
ICE,Pending Criminal Charges,Atlanta,MEXICO,2022,3,9,Jun 2022,11
ICE,Pending Criminal Charges,Atlanta,MEXICO,2022,4,10,Jul 2022,23
ICE,Pending Criminal Charges,Atlanta,MEXICO,2022,4,11,Aug 2022,20
ICE,Pending Criminal Charges,Atlanta,MEXICO,2022,4,12,Sep 2022,15
ICE,Pending Criminal Charges,Atlanta,MEXICO,2023,1,1,Oct 2022,21
ICE,Pending Criminal Charges,Atlanta,MEXICO,2023,1,2,Nov 2022,25
ICE,Pending Criminal Charges,Atlanta,MEXICO,2023,1,3,Dec 2022,26
ICE,Pending Criminal Charges,Atlanta,MEXICO,2023,2,4,Jan 2023,19
ICE,Pending Criminal Charges,Atlanta,MEXICO,2023,2,5,Feb 2023,26
ICE,Pending Criminal Charges,Atlanta,MEXICO,2023,2,6,Mar 2023,31
ICE,Pending Criminal Charges,Atlanta,MEXICO,2023,3,7,Apr 2023,21
ICE,Pending Criminal Charges,Atlanta,MEXICO,2023,3,8,May 2023,24
ICE,Pending Criminal Charges,Atlanta,MEXICO,2023,4,10,Jul 2023,22
ICE,Pending Criminal Charges,Atlanta,MEXICO,2023,4,11,Aug 2023,28
ICE,Pending Criminal Charges,Atlanta,MEXICO,2023,4,12,Sep 2023,21
ICE,Pending Criminal Charges,Atlanta,MEXICO,2024,1,1,Oct 2023,15
ICE,Pending Criminal Charges,Atlanta,MEXICO,2024,1,2,Nov 2023,14
ICE,Pending Criminal Charges,Atlanta,MEXICO,2024,1,3,Dec 2023,13
ICE,Pending Criminal Charges,Atlanta,MEXICO,2024,2,4,Jan 2024,15
ICE,Pending Criminal Charges,Atlanta,MEXICO,2024,2,5,Feb 2024,25
ICE,Pending Criminal Charges,Atlanta,MEXICO,2024,2,6,Mar 2024,27
ICE,Pending Criminal Charges,Atlanta,MEXICO,2024,3,7,Apr 2024,34
ICE,Pending Criminal Charges,Atlanta,MEXICO,2024,3,8,May 2024,23
ICE,Pending Criminal Charges,Atlanta,MEXICO,2024,3,9,Jun 2024,26
ICE,Pending Criminal Charges,Atlanta,MEXICO,2024,4,10,Jul 2024,25
ICE,Pending Criminal Charges,Atlanta,MEXICO,2024,4,11,Aug 2024,35
ICE,Pending Criminal Charges,Atlanta,MEXICO,2024,4,12,Sep 2024,13
ICE,Pending Criminal Charges,Atlanta,MEXICO,2025,1,1,Oct 2024,50
ICE,Pending Criminal Charges,Atlanta,MEXICO,2025,1,2,Nov 2024,35
ICE,Pending Criminal Charges,Atlanta,MEXICO,2025,1,3,Dec 2024,35
ICE,Pending Criminal Charges,Boston,GUATEMALA,2021,1,1,Oct 2020,14
ICE,Pending Criminal Charges,Chicago,GUATEMALA,2021,1,1,Oct 2020,14
ICE,Pending Criminal Charges,Chicago,GUATEMALA,2021,1,2,Nov 2020,10
ICE,Pending Criminal Charges,Chicago,GUATEMALA,2022,3,9,Jun 2022,10
ICE,Pending Criminal Charges,Chicago,GUATEMALA,2023,1,3,Dec 2022,10
ICE,Pending Criminal Charges,Chicago,HONDURAS,2024,3,7,Apr 2024,10
ICE,Pending Criminal Charges,Chicago,MEXICO,2021,1,1,Oct 2020,37
ICE,Pending Criminal Charges,Chicago,MEXICO,2021,1,2,Nov 2020,20
ICE,Pending Criminal Charges,Chicago,MEXICO,2021,1,3,Dec 2020,17
ICE,Pending Criminal Charges,Chicago,MEXICO,2021,2,4,Jan 2021,17
