Arresting Agency,Criminality,Area of Responsibility (AOR),Country of Citizenship,Fiscal Year,Fiscal Quarter,Fiscal Month,Month-Year,Removals
CBP,Criminal Conviction,El Paso,MEXICO,2021,2,4,Jan-21,176
CBP,Criminal Conviction,El Paso,MEXICO,2021,2,5,Feb-21,68
CBP,Criminal Conviction,El Paso,MEXICO,2021,2,6,Mar-21,101
CBP,Criminal Conviction,El Paso,MEXICO,2021,3,7,Apr-21,113
CBP,Criminal Conviction,El Paso,MEXICO,2021,3,8,May-21,85
CBP,Criminal Conviction,El Paso,MEXICO,2021,3,9,Jun-21,118
CBP,Criminal Conviction,El Paso,MEXICO,2021,4,10,Jul-21,116
CBP,Criminal Conviction,El Paso,MEXICO,2021,4,11,Aug-21,94
CBP,Criminal Conviction,El Paso,MEXICO,2021,4,12,Sep-21,126
CBP,Criminal Conviction,El Paso,MEXICO,2022,1,1,Oct-21,109
CBP,Criminal Conviction,El Paso,MEXICO,2022,1,2,Nov-21,143
CBP,Criminal Conviction,El Paso,MEXICO,2022,1,3,Dec-21,198
CBP,Criminal Conviction,El Paso,MEXICO,2022,2,4,Jan-22,159
CBP,Criminal Conviction,El Paso,MEXICO,2022,2,5,Feb-22,146
CBP,Criminal Conviction,El Paso,MEXICO,2022,2,6,Mar-22,191
CBP,Criminal Conviction,El Paso,MEXICO,2022,3,7,Apr-22,195
CBP,Criminal Conviction,El Paso,MEXICO,2022,3,8,May-22,216
CBP,Criminal Conviction,El Paso,MEXICO,2022,3,9,Jun-22,236
CBP,Criminal Conviction,El Paso,MEXICO,2022,4,10,Jul-22,196
CBP,Criminal Conviction,El Paso,MEXICO,2022,4,11,Aug-22,275
CBP,Criminal Conviction,El Paso,MEXICO,2022,4,12,Sep-22,252
CBP,Criminal Conviction,El Paso,MEXICO,2023,1,1,Oct-22,202
CBP,Criminal Conviction,El Paso,MEXICO,2023,1,2,Nov-22,186
CBP,Criminal Conviction,El Paso,MEXICO,2023,1,3,Dec-22,201
CBP,Criminal Conviction,El Paso,MEXICO,2023,2,4,Jan-23,172
CBP,Criminal Conviction,El Paso,MEXICO,2023,2,5,Feb-23,120
CBP,Criminal Conviction,El Paso,MEXICO,2023,2,6,Mar-23,150
CBP,Criminal Conviction,El Paso,MEXICO,2023,3,7,Apr-23,123
CBP,Criminal Conviction,El Paso,MEXICO,2023,3,8,May-23,160
CBP,Criminal Conviction,El Paso,MEXICO,2023,3,9,Jun-23,234
CBP,Criminal Conviction,El Paso,MEXICO,2023,4,10,Jul-23,269
CBP,Criminal Conviction,El Paso,MEXICO,2023,4,11,Aug-23,337
CBP,Criminal Conviction,El Paso,MEXICO,2023,4,12,Sep-23,239
CBP,Criminal Conviction,El Paso,MEXICO,2024,1,1,Oct-23,532
CBP,Criminal Conviction,El Paso,MEXICO,2024,1,2,Nov-23,489
CBP,Criminal Conviction,El Paso,MEXICO,2024,1,3,Dec-23,453
CBP,Criminal Conviction,El Paso,MEXICO,2024,2,4,Jan-24,554
CBP,Criminal Conviction,El Paso,MEXICO,2024,2,5,Feb-24,563
CBP,Criminal Conviction,El Paso,MEXICO,2024,2,6,Mar-24,506
CBP,Criminal Conviction,El Paso,MEXICO,2024,3,7,Apr-24,435
CBP,Criminal Conviction,El Paso,MEXICO,2024,3,8,May-24,321
CBP,Criminal Conviction,El Paso,MEXICO,2024,3,9,Jun-24,322
CBP,Criminal Conviction,El Paso,MEXICO,2024,4,10,Jul-24,394
CBP,Criminal Conviction,El Paso,MEXICO,2024,4,11,Aug-24,309
CBP,Criminal Conviction,El Paso,MEXICO,2024,4,12,Sep-24,225
CBP,Criminal Conviction,El Paso,MEXICO,2025,1,1,Oct-24,1417
CBP,Criminal Conviction,El Paso,MEXICO,2025,1,2,Nov-24,664
CBP,Criminal Conviction,El Paso,MEXICO,2025,1,3,Dec-24,333
CBP,Criminal Conviction,El Paso,NICARAGUA,2023,4,11,Aug-23,12
CBP,Criminal Conviction,El Paso,VENEZUELA,2024,1,3,Dec-23,14
CBP,Criminal Conviction,El Paso,VENEZUELA,2024,3,7,Apr-24,21
CBP,Criminal Conviction,El Paso,VENEZUELA,2024,4,11,Aug-24,14
CBP,Criminal Conviction,Harlingen,ECUADOR,2024,4,10,Jul-24,10
CBP,Criminal Conviction,Harlingen,ECUADOR,2024,4,12,Sep-24,10
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2022,1,1,Oct-21,10
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2022,1,2,Nov-21,24
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2022,1,3,Dec-21,19
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2022,2,4,Jan-22,19
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2022,2,5,Feb-22,16
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2022,3,8,May-22,13
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2022,3,9,Jun-22,14
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2022,4,10,Jul-22,11
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2022,4,11,Aug-22,10
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2022,4,12,Sep-22,25
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2023,1,1,Oct-22,19
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2023,1,2,Nov-22,14
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2023,1,3,Dec-22,13
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2023,2,4,Jan-23,22
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2023,2,6,Mar-23,15
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2023,3,7,Apr-23,26
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2023,3,8,May-23,20
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2023,3,9,Jun-23,38
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2023,4,10,Jul-23,21
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2023,4,11,Aug-23,28
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2023,4,12,Sep-23,16
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2024,1,1,Oct-23,35
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2024,1,2,Nov-23,18
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2024,1,3,Dec-23,12
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2024,2,4,Jan-24,26
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2024,2,5,Feb-24,28
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2024,2,6,Mar-24,24
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2024,3,7,Apr-24,26
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2024,3,8,May-24,25
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2024,3,9,Jun-24,19
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2024,4,10,Jul-24,28
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2024,4,11,Aug-24,18
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2024,4,12,Sep-24,27
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2025,1,1,Oct-24,27
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2025,1,2,Nov-24,18
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2025,1,3,Dec-24,22
CBP,Criminal Conviction,Harlingen,GUATEMALA,2022,1,1,Oct-21,13
CBP,Criminal Conviction,Harlingen,GUATEMALA,2022,1,3,Dec-21,18
CBP,Criminal Conviction,Harlingen,GUATEMALA,2022,2,4,Jan-22,18
CBP,Criminal Conviction,Harlingen,GUATEMALA,2022,2,6,Mar-22,12
CBP,Criminal Conviction,Harlingen,GUATEMALA,2022,3,8,May-22,10
CBP,Criminal Conviction,Harlingen,GUATEMALA,2022,3,9,Jun-22,14
CBP,Criminal Conviction,Harlingen,GUATEMALA,2022,4,11,Aug-22,13
CBP,Criminal Conviction,Harlingen,GUATEMALA,2023,1,1,Oct-22,13
CBP,Criminal Conviction,Harlingen,GUATEMALA,2023,1,2,Nov-22,10
CBP,Criminal Conviction,Harlingen,GUATEMALA,2023,2,4,Jan-23,12
CBP,Criminal Conviction,Harlingen,GUATEMALA,2023,2,5,Feb-23,11
CBP,Criminal Conviction,Harlingen,GUATEMALA,2023,2,6,Mar-23,11
CBP,Criminal Conviction,Harlingen,GUATEMALA,2023,3,7,Apr-23,16
CBP,Criminal Conviction,Harlingen,GUATEMALA,2023,3,8,May-23,19
CBP,Criminal Conviction,Harlingen,GUATEMALA,2023,3,9,Jun-23,33
CBP,Criminal Conviction,Harlingen,GUATEMALA,2023,4,10,Jul-23,10
CBP,Criminal Conviction,Harlingen,GUATEMALA,2023,4,11,Aug-23,32
CBP,Criminal Conviction,Harlingen,GUATEMALA,2023,4,12,Sep-23,29
CBP,Criminal Conviction,Harlingen,GUATEMALA,2024,1,1,Oct-23,73
CBP,Criminal Conviction,Harlingen,GUATEMALA,2024,1,2,Nov-23,48
CBP,Criminal Conviction,Harlingen,GUATEMALA,2024,1,3,Dec-23,34
CBP,Criminal Conviction,Harlingen,GUATEMALA,2024,2,4,Jan-24,44
CBP,Criminal Conviction,Harlingen,GUATEMALA,2024,2,5,Feb-24,49
CBP,Criminal Conviction,Harlingen,GUATEMALA,2024,2,6,Mar-24,42
CBP,Criminal Conviction,Harlingen,GUATEMALA,2024,3,7,Apr-24,38
CBP,Criminal Conviction,Harlingen,GUATEMALA,2024,3,8,May-24,38
CBP,Criminal Conviction,Harlingen,GUATEMALA,2024,3,9,Jun-24,42
CBP,Criminal Conviction,Harlingen,GUATEMALA,2024,4,10,Jul-24,31
CBP,Criminal Conviction,Harlingen,GUATEMALA,2024,4,11,Aug-24,20
CBP,Criminal Conviction,Harlingen,GUATEMALA,2024,4,12,Sep-24,24
CBP,Criminal Conviction,Harlingen,GUATEMALA,2025,1,1,Oct-24,32
CBP,Criminal Conviction,Harlingen,GUATEMALA,2025,1,2,Nov-24,36
CBP,Criminal Conviction,Harlingen,GUATEMALA,2025,1,3,Dec-24,30
CBP,Criminal Conviction,Harlingen,HONDURAS,2022,1,1,Oct-21,20
CBP,Criminal Conviction,Harlingen,HONDURAS,2022,1,2,Nov-21,27
CBP,Criminal Conviction,Harlingen,HONDURAS,2022,1,3,Dec-21,20
CBP,Criminal Conviction,Harlingen,HONDURAS,2022,2,4,Jan-22,16
CBP,Criminal Conviction,Harlingen,HONDURAS,2022,2,5,Feb-22,16
CBP,Criminal Conviction,Harlingen,HONDURAS,2022,2,6,Mar-22,14
CBP,Criminal Conviction,Harlingen,HONDURAS,2022,3,7,Apr-22,14
CBP,Criminal Conviction,Harlingen,HONDURAS,2022,4,10,Jul-22,16
CBP,Criminal Conviction,Harlingen,HONDURAS,2022,4,11,Aug-22,18
CBP,Criminal Conviction,Harlingen,HONDURAS,2022,4,12,Sep-22,36
CBP,Criminal Conviction,Harlingen,HONDURAS,2023,1,1,Oct-22,13
CBP,Criminal Conviction,Harlingen,HONDURAS,2023,1,2,Nov-22,14
CBP,Criminal Conviction,Harlingen,HONDURAS,2023,1,3,Dec-22,11
CBP,Criminal Conviction,Harlingen,HONDURAS,2023,2,4,Jan-23,15
CBP,Criminal Conviction,Harlingen,HONDURAS,2023,2,5,Feb-23,22
CBP,Criminal Conviction,Harlingen,HONDURAS,2023,2,6,Mar-23,27
CBP,Criminal Conviction,Harlingen,HONDURAS,2023,3,7,Apr-23,17
CBP,Criminal Conviction,Harlingen,HONDURAS,2023,3,8,May-23,31
CBP,Criminal Conviction,Harlingen,HONDURAS,2023,3,9,Jun-23,49
CBP,Criminal Conviction,Harlingen,HONDURAS,2023,4,10,Jul-23,37
CBP,Criminal Conviction,Harlingen,HONDURAS,2023,4,11,Aug-23,56
CBP,Criminal Conviction,Harlingen,HONDURAS,2023,4,12,Sep-23,47
CBP,Criminal Conviction,Harlingen,HONDURAS,2024,1,1,Oct-23,98
CBP,Criminal Conviction,Harlingen,HONDURAS,2024,1,2,Nov-23,76
CBP,Criminal Conviction,Harlingen,HONDURAS,2024,1,3,Dec-23,75
CBP,Criminal Conviction,Harlingen,HONDURAS,2024,2,4,Jan-24,73
CBP,Criminal Conviction,Harlingen,HONDURAS,2024,2,5,Feb-24,43
CBP,Criminal Conviction,Harlingen,HONDURAS,2024,2,6,Mar-24,53
CBP,Criminal Conviction,Harlingen,HONDURAS,2024,3,7,Apr-24,39
CBP,Criminal Conviction,Harlingen,HONDURAS,2024,3,8,May-24,59
CBP,Criminal Conviction,Harlingen,HONDURAS,2024,3,9,Jun-24,58
CBP,Criminal Conviction,Harlingen,HONDURAS,2024,4,10,Jul-24,46
CBP,Criminal Conviction,Harlingen,HONDURAS,2024,4,11,Aug-24,52
CBP,Criminal Conviction,Harlingen,HONDURAS,2024,4,12,Sep-24,60
CBP,Criminal Conviction,Harlingen,HONDURAS,2025,1,1,Oct-24,28
CBP,Criminal Conviction,Harlingen,HONDURAS,2025,1,2,Nov-24,22
CBP,Criminal Conviction,Harlingen,HONDURAS,2025,1,3,Dec-24,25
CBP,Criminal Conviction,Harlingen,MEXICO,2022,1,1,Oct-21,102
CBP,Criminal Conviction,Harlingen,MEXICO,2022,1,2,Nov-21,122
CBP,Criminal Conviction,Harlingen,MEXICO,2022,1,3,Dec-21,86
CBP,Criminal Conviction,Harlingen,MEXICO,2022,2,4,Jan-22,119
CBP,Criminal Conviction,Harlingen,MEXICO,2022,2,5,Feb-22,115
CBP,Criminal Conviction,Harlingen,MEXICO,2022,2,6,Mar-22,86
CBP,Criminal Conviction,Harlingen,MEXICO,2022,3,7,Apr-22,67
CBP,Criminal Conviction,Harlingen,MEXICO,2022,3,8,May-22,99
CBP,Criminal Conviction,Harlingen,MEXICO,2022,3,9,Jun-22,86
CBP,Criminal Conviction,Harlingen,MEXICO,2022,4,10,Jul-22,101
CBP,Criminal Conviction,Harlingen,MEXICO,2022,4,11,Aug-22,100
CBP,Criminal Conviction,Harlingen,MEXICO,2022,4,12,Sep-22,91
CBP,Criminal Conviction,Harlingen,MEXICO,2023,1,1,Oct-22,151
CBP,Criminal Conviction,Harlingen,MEXICO,2023,1,2,Nov-22,118
CBP,Criminal Conviction,Harlingen,MEXICO,2023,1,3,Dec-22,121
CBP,Criminal Conviction,Harlingen,MEXICO,2023,2,4,Jan-23,136
CBP,Criminal Conviction,Harlingen,MEXICO,2023,2,5,Feb-23,77
CBP,Criminal Conviction,Harlingen,MEXICO,2023,2,6,Mar-23,107
CBP,Criminal Conviction,Harlingen,MEXICO,2023,3,7,Apr-23,92
CBP,Criminal Conviction,Harlingen,MEXICO,2023,3,8,May-23,149
CBP,Criminal Conviction,Harlingen,MEXICO,2023,3,9,Jun-23,132
CBP,Criminal Conviction,Harlingen,MEXICO,2023,4,10,Jul-23,191
CBP,Criminal Conviction,Harlingen,MEXICO,2023,4,11,Aug-23,235
CBP,Criminal Conviction,Harlingen,MEXICO,2023,4,12,Sep-23,111
CBP,Criminal Conviction,Harlingen,MEXICO,2024,1,1,Oct-23,314
CBP,Criminal Conviction,Harlingen,MEXICO,2024,1,2,Nov-23,124
CBP,Criminal Conviction,Harlingen,MEXICO,2024,1,3,Dec-23,169
CBP,Criminal Conviction,Harlingen,MEXICO,2024,2,4,Jan-24,182
CBP,Criminal Conviction,Harlingen,MEXICO,2024,2,5,Feb-24,151
CBP,Criminal Conviction,Harlingen,MEXICO,2024,2,6,Mar-24,202
CBP,Criminal Conviction,Harlingen,MEXICO,2024,3,7,Apr-24,144
CBP,Criminal Conviction,Harlingen,MEXICO,2024,3,8,May-24,198
CBP,Criminal Conviction,Harlingen,MEXICO,2024,3,9,Jun-24,162
CBP,Criminal Conviction,Harlingen,MEXICO,2024,4,10,Jul-24,201
CBP,Criminal Conviction,Harlingen,MEXICO,2024,4,11,Aug-24,146
CBP,Criminal Conviction,Harlingen,MEXICO,2024,4,12,Sep-24,93
CBP,Criminal Conviction,Harlingen,MEXICO,2025,1,1,Oct-24,225
CBP,Criminal Conviction,Harlingen,MEXICO,2025,1,2,Nov-24,143
CBP,Criminal Conviction,Harlingen,MEXICO,2025,1,3,Dec-24,85
CBP,Criminal Conviction,Houston,EL SALVADOR,2021,1,1,Oct-20,26
CBP,Criminal Conviction,Houston,EL SALVADOR,2021,2,6,Mar-21,11
CBP,Criminal Conviction,Houston,EL SALVADOR,2021,3,9,Jun-21,10
CBP,Criminal Conviction,Houston,EL SALVADOR,2021,4,10,Jul-21,19
CBP,Criminal Conviction,Houston,EL SALVADOR,2021,4,11,Aug-21,14
CBP,Criminal Conviction,Houston,EL SALVADOR,2021,4,12,Sep-21,12
CBP,Criminal Conviction,Houston,EL SALVADOR,2022,1,1,Oct-21,17
CBP,Criminal Conviction,Houston,EL SALVADOR,2022,1,2,Nov-21,10
CBP,Criminal Conviction,Houston,EL SALVADOR,2022,2,4,Jan-22,23
CBP,Criminal Conviction,Houston,EL SALVADOR,2022,2,5,Feb-22,12
CBP,Criminal Conviction,Houston,EL SALVADOR,2022,2,6,Mar-22,14
CBP,Criminal Conviction,Houston,EL SALVADOR,2022,3,7,Apr-22,19
CBP,Criminal Conviction,Houston,EL SALVADOR,2022,3,8,May-22,11
CBP,Criminal Conviction,Houston,EL SALVADOR,2022,4,10,Jul-22,14
CBP,Criminal Conviction,Houston,EL SALVADOR,2022,4,11,Aug-22,12
CBP,Criminal Conviction,Houston,EL SALVADOR,2022,4,12,Sep-22,11
CBP,Criminal Conviction,Houston,EL SALVADOR,2023,1,1,Oct-22,18
CBP,Criminal Conviction,Houston,EL SALVADOR,2023,1,2,Nov-22,18
CBP,Criminal Conviction,Houston,EL SALVADOR,2023,2,4,Jan-23,15
CBP,Criminal Conviction,Houston,EL SALVADOR,2023,2,5,Feb-23,10
CBP,Criminal Conviction,Houston,EL SALVADOR,2023,2,6,Mar-23,12
CBP,Criminal Conviction,Houston,EL SALVADOR,2023,3,7,Apr-23,13
CBP,Criminal Conviction,Houston,EL SALVADOR,2023,3,8,May-23,11
CBP,Criminal Conviction,Houston,EL SALVADOR,2023,3,9,Jun-23,30
CBP,Criminal Conviction,Houston,EL SALVADOR,2023,4,10,Jul-23,14
CBP,Criminal Conviction,Houston,EL SALVADOR,2023,4,11,Aug-23,11
CBP,Criminal Conviction,Houston,EL SALVADOR,2023,4,12,Sep-23,20
CBP,Criminal Conviction,Houston,EL SALVADOR,2024,1,1,Oct-23,14
CBP,Criminal Conviction,Houston,EL SALVADOR,2024,1,2,Nov-23,11
CBP,Criminal Conviction,Houston,EL SALVADOR,2024,2,4,Jan-24,16
CBP,Criminal Conviction,Houston,EL SALVADOR,2024,2,5,Feb-24,15
CBP,Criminal Conviction,Houston,EL SALVADOR,2024,2,6,Mar-24,10
CBP,Criminal Conviction,Houston,EL SALVADOR,2024,3,7,Apr-24,11
CBP,Criminal Conviction,Houston,EL SALVADOR,2024,3,8,May-24,30
CBP,Criminal Conviction,Houston,EL SALVADOR,2024,4,10,Jul-24,25
CBP,Criminal Conviction,Houston,EL SALVADOR,2024,4,12,Sep-24,20
CBP,Criminal Conviction,Houston,GUATEMALA,2021,1,1,Oct-20,64
CBP,Criminal Conviction,Houston,GUATEMALA,2021,1,2,Nov-20,14
CBP,Criminal Conviction,Houston,GUATEMALA,2021,1,3,Dec-20,21
CBP,Criminal Conviction,Houston,GUATEMALA,2021,3,8,May-21,13
CBP,Criminal Conviction,Houston,GUATEMALA,2021,4,11,Aug-21,12
CBP,Criminal Conviction,Houston,GUATEMALA,2021,4,12,Sep-21,10
CBP,Criminal Conviction,Houston,GUATEMALA,2022,1,1,Oct-21,10
CBP,Criminal Conviction,Houston,GUATEMALA,2022,1,3,Dec-21,11
CBP,Criminal Conviction,Houston,GUATEMALA,2022,2,5,Feb-22,11
CBP,Criminal Conviction,Houston,GUATEMALA,2022,2,6,Mar-22,21
CBP,Criminal Conviction,Houston,GUATEMALA,2022,3,7,Apr-22,10
CBP,Criminal Conviction,Houston,GUATEMALA,2022,3,8,May-22,28
CBP,Criminal Conviction,Houston,GUATEMALA,2022,4,11,Aug-22,12
CBP,Criminal Conviction,Houston,GUATEMALA,2023,2,5,Feb-23,19
CBP,Criminal Conviction,Houston,GUATEMALA,2023,2,6,Mar-23,11
CBP,Criminal Conviction,Houston,GUATEMALA,2023,3,7,Apr-23,10
CBP,Criminal Conviction,Houston,GUATEMALA,2023,3,8,May-23,29
CBP,Criminal Conviction,Houston,GUATEMALA,2023,3,9,Jun-23,17
CBP,Criminal Conviction,Houston,GUATEMALA,2023,4,10,Jul-23,13
CBP,Criminal Conviction,Houston,GUATEMALA,2023,4,11,Aug-23,20
CBP,Criminal Conviction,Houston,GUATEMALA,2024,1,1,Oct-23,19
CBP,Criminal Conviction,Houston,GUATEMALA,2024,1,2,Nov-23,12
CBP,Criminal Conviction,Houston,GUATEMALA,2024,2,5,Feb-24,12
CBP,Criminal Conviction,Houston,GUATEMALA,2024,2,6,Mar-24,27
CBP,Criminal Conviction,Houston,GUATEMALA,2024,3,7,Apr-24,17
CBP,Criminal Conviction,Houston,GUATEMALA,2024,3,8,May-24,16
CBP,Criminal Conviction,Houston,GUATEMALA,2024,3,9,Jun-24,11
CBP,Criminal Conviction,Houston,GUATEMALA,2024,4,10,Jul-24,27
CBP,Criminal Conviction,Houston,GUATEMALA,2024,4,11,Aug-24,19
CBP,Criminal Conviction,Houston,GUATEMALA,2024,4,12,Sep-24,15
CBP,Criminal Conviction,Houston,GUATEMALA,2025,1,1,Oct-24,18
CBP,Criminal Conviction,Houston,GUATEMALA,2025,1,2,Nov-24,18
CBP,Criminal Conviction,Houston,HONDURAS,2021,1,1,Oct-20,15
CBP,Criminal Conviction,Houston,HONDURAS,2021,2,4,Jan-21,21
CBP,Criminal Conviction,Houston,HONDURAS,2021,2,6,Mar-21,19
CBP,Criminal Conviction,Houston,HONDURAS,2021,3,7,Apr-21,15
CBP,Criminal Conviction,Houston,HONDURAS,2021,3,8,May-21,16
CBP,Criminal Conviction,Houston,HONDURAS,2021,3,9,Jun-21,18
CBP,Criminal Conviction,Houston,HONDURAS,2021,4,10,Jul-21,16
CBP,Criminal Conviction,Houston,HONDURAS,2021,4,11,Aug-21,22
CBP,Criminal Conviction,Houston,HONDURAS,2021,4,12,Sep-21,20
CBP,Criminal Conviction,Houston,HONDURAS,2022,1,1,Oct-21,28
CBP,Criminal Conviction,Houston,HONDURAS,2022,1,2,Nov-21,22
CBP,Criminal Conviction,Houston,HONDURAS,2022,1,3,Dec-21,15
CBP,Criminal Conviction,Houston,HONDURAS,2022,2,4,Jan-22,11
CBP,Criminal Conviction,Houston,HONDURAS,2022,2,5,Feb-22,17
CBP,Criminal Conviction,Houston,HONDURAS,2022,2,6,Mar-22,16
CBP,Criminal Conviction,Houston,HONDURAS,2022,3,7,Apr-22,26
CBP,Criminal Conviction,Houston,HONDURAS,2022,3,8,May-22,17
CBP,Criminal Conviction,Houston,HONDURAS,2022,3,9,Jun-22,16
CBP,Criminal Conviction,Houston,HONDURAS,2022,4,10,Jul-22,26
CBP,Criminal Conviction,Houston,HONDURAS,2022,4,11,Aug-22,24
CBP,Criminal Conviction,Houston,HONDURAS,2022,4,12,Sep-22,12
CBP,Criminal Conviction,Houston,HONDURAS,2023,1,1,Oct-22,39
CBP,Criminal Conviction,Houston,HONDURAS,2023,1,2,Nov-22,29
CBP,Criminal Conviction,Houston,HONDURAS,2023,1,3,Dec-22,19
CBP,Criminal Conviction,Houston,HONDURAS,2023,2,4,Jan-23,24
CBP,Criminal Conviction,Houston,HONDURAS,2023,2,5,Feb-23,26
CBP,Criminal Conviction,Houston,HONDURAS,2023,2,6,Mar-23,37
CBP,Criminal Conviction,Houston,HONDURAS,2023,3,7,Apr-23,39
CBP,Criminal Conviction,Houston,HONDURAS,2023,3,8,May-23,36
CBP,Criminal Conviction,Houston,HONDURAS,2023,3,9,Jun-23,31
CBP,Criminal Conviction,Houston,HONDURAS,2023,4,10,Jul-23,35
CBP,Criminal Conviction,Houston,HONDURAS,2023,4,11,Aug-23,43
CBP,Criminal Conviction,Houston,HONDURAS,2023,4,12,Sep-23,20
CBP,Criminal Conviction,Houston,HONDURAS,2024,1,1,Oct-23,41
CBP,Criminal Conviction,Houston,HONDURAS,2024,1,2,Nov-23,15
CBP,Criminal Conviction,Houston,HONDURAS,2024,1,3,Dec-23,37
CBP,Criminal Conviction,Houston,HONDURAS,2024,2,4,Jan-24,18
CBP,Criminal Conviction,Houston,HONDURAS,2024,2,5,Feb-24,30
CBP,Criminal Conviction,Houston,HONDURAS,2024,2,6,Mar-24,40
CBP,Criminal Conviction,Houston,HONDURAS,2024,3,7,Apr-24,43
CBP,Criminal Conviction,Houston,HONDURAS,2024,3,8,May-24,37
CBP,Criminal Conviction,Houston,HONDURAS,2024,3,9,Jun-24,45
CBP,Criminal Conviction,Houston,HONDURAS,2024,4,10,Jul-24,43
CBP,Criminal Conviction,Houston,HONDURAS,2024,4,11,Aug-24,68
CBP,Criminal Conviction,Houston,HONDURAS,2024,4,12,Sep-24,50
CBP,Criminal Conviction,Houston,HONDURAS,2025,1,1,Oct-24,32
CBP,Criminal Conviction,Houston,HONDURAS,2025,1,2,Nov-24,41
CBP,Criminal Conviction,Houston,HONDURAS,2025,1,3,Dec-24,40
CBP,Criminal Conviction,Houston,MEXICO,2021,1,1,Oct-20,52
CBP,Criminal Conviction,Houston,MEXICO,2021,1,2,Nov-20,38
CBP,Criminal Conviction,Houston,MEXICO,2021,1,3,Dec-20,49
CBP,Criminal Conviction,Houston,MEXICO,2021,2,4,Jan-21,43
CBP,Criminal Conviction,Houston,MEXICO,2021,2,5,Feb-21,34
CBP,Criminal Conviction,Houston,MEXICO,2021,2,6,Mar-21,32
CBP,Criminal Conviction,Houston,MEXICO,2021,3,7,Apr-21,41
CBP,Criminal Conviction,Houston,MEXICO,2021,3,8,May-21,41
CBP,Criminal Conviction,Houston,MEXICO,2021,3,9,Jun-21,42
CBP,Criminal Conviction,Houston,MEXICO,2021,4,10,Jul-21,45
CBP,Criminal Conviction,Houston,MEXICO,2021,4,11,Aug-21,77
CBP,Criminal Conviction,Houston,MEXICO,2021,4,12,Sep-21,44
CBP,Criminal Conviction,Houston,MEXICO,2022,1,1,Oct-21,58
CBP,Criminal Conviction,Houston,MEXICO,2022,1,2,Nov-21,63
CBP,Criminal Conviction,Houston,MEXICO,2022,1,3,Dec-21,88
CBP,Criminal Conviction,Houston,MEXICO,2022,2,4,Jan-22,72
CBP,Criminal Conviction,Houston,MEXICO,2022,2,5,Feb-22,57
CBP,Criminal Conviction,Houston,MEXICO,2022,2,6,Mar-22,56
CBP,Criminal Conviction,Houston,MEXICO,2022,3,7,Apr-22,75
CBP,Criminal Conviction,Houston,MEXICO,2022,3,8,May-22,60
CBP,Criminal Conviction,Houston,MEXICO,2022,3,9,Jun-22,62
CBP,Criminal Conviction,Houston,MEXICO,2022,4,10,Jul-22,71
CBP,Criminal Conviction,Houston,MEXICO,2022,4,11,Aug-22,101
CBP,Criminal Conviction,Houston,MEXICO,2022,4,12,Sep-22,87
CBP,Criminal Conviction,Houston,MEXICO,2023,1,1,Oct-22,82
CBP,Criminal Conviction,Houston,MEXICO,2023,1,2,Nov-22,73
CBP,Criminal Conviction,Houston,MEXICO,2023,1,3,Dec-22,74
CBP,Criminal Conviction,Houston,MEXICO,2023,2,4,Jan-23,84
CBP,Criminal Conviction,Houston,MEXICO,2023,2,5,Feb-23,79
CBP,Criminal Conviction,Houston,MEXICO,2023,2,6,Mar-23,101
CBP,Criminal Conviction,Houston,MEXICO,2023,3,7,Apr-23,95
CBP,Criminal Conviction,Houston,MEXICO,2023,3,8,May-23,94
